key,0,1
11,"TEXT_MANFST200_00507_SEQ_11","dummy"
12,"TEXT_MANFST200_00507_SEQ_12","dummy"
13,"TEXT_MANFST200_00507_SEQ_13","dummy"
14,"TEXT_MANFST200_00507_SEQ_14","dummy"
15,"TEXT_MANFST200_00507_SEQ_15","dummy"
16,"TEXT_MANFST200_00507_SEQ_16","dummy"
17,"TEXT_MANFST200_00507_SEQ_17","dummy"
18,"TEXT_MANFST200_00507_SEQ_18","dummy"
19,"TEXT_MANFST200_00507_SEQ_19","dummy"
20,"TEXT_MANFST200_00507_SEQ_20","dummy"
21,"TEXT_MANFST200_00507_SEQ_21","dummy"
22,"TEXT_MANFST200_00507_SEQ_22","dummy"
23,"TEXT_MANFST200_00507_SEQ_23","dummy"
24,"TEXT_MANFST200_00507_TODO_00","Speak with Miounne."
25,"TEXT_MANFST200_00507_TODO_01","Speak with Lionnellais at the airship landing."
26,"TEXT_MANFST200_00507_TODO_02","Board the airship."
27,"TEXT_MANFST200_00507_TODO_03","Speak with the Maelstrom honor guard."
28,"TEXT_MANFST200_00507_TODO_04","Present Kan-E-Senna's missive to Zanthael at Bulwark Hall."
29,"TEXT_MANFST200_00507_TODO_05","Speak with L'nophlo at the airship landing."
30,"TEXT_MANFST200_00507_TODO_06","Board the airship."
31,"TEXT_MANFST200_00507_TODO_07","Speak with the Flame honor guard."
32,"TEXT_MANFST200_00507_TODO_08","Present Kan-E-Senna's missive to Bartholomew on the Hustings Strip."
33,"TEXT_MANFST200_00507_TODO_09","dummy"
34,"TEXT_MANFST200_00507_TODO_10","dummy"
35,"TEXT_MANFST200_00507_TODO_11","dummy"
36,"TEXT_MANFST200_00507_TODO_12","dummy"
37,"TEXT_MANFST200_00507_TODO_13","dummy"
38,"TEXT_MANFST200_00507_TODO_14","dummy"
39,"TEXT_MANFST200_00507_TODO_15","dummy"
40,"TEXT_MANFST200_00507_TODO_16","dummy"
41,"TEXT_MANFST200_00507_TODO_17","dummy"
42,"TEXT_MANFST200_00507_TODO_18","dummy"
43,"TEXT_MANFST200_00507_TODO_19","dummy"
44,"TEXT_MANFST200_00507_TODO_20","dummy"
45,"TEXT_MANFST200_00507_TODO_21","dummy"
46,"TEXT_MANFST200_00507_TODO_22","dummy"
47,"TEXT_MANFST200_00507_TODO_23","dummy"
48,"TEXT_MANFST200_00507_KANESENNA_000_1","Thank you for hearing me out."
49,"TEXT_MANFST200_00507_KANESENNA_000_10","I have written a letter to my counterparts in the Eorzean Alliance."
50,"TEXT_MANFST200_00507_KANESENNA_000_11","The Battle of Carteneau and the Calamity that followed claimed countless souls, and left countless more bereft and alone. In the dark days that followed, many were the survivors who thought themselves less fortunate than the dead."
51,"TEXT_MANFST200_00507_KANESENNA_000_12","Five years have come and gone, but the land and the people still bear the wounds of the devastation."
52,"TEXT_MANFST200_00507_KANESENNA_000_13","Nor are we any closer to learning the fate of the Warriors of Light."
53,"TEXT_MANFST200_00507_KANESENNA_000_14","Yet so long as we live, never must we give up hope. We owe this to those who laid down their lives that we might behold another dawn."
54,"TEXT_MANFST200_00507_KANESENNA_000_15","In remembrance of them, a memorial service will soon be held upon the anniversary of the Battle of Carteneau. This missive bears the details of that service."
55,"TEXT_MANFST200_00507_KANESENNA_000_16","You graciously accepted the part of Emissary in the recent ceremony."
56,"TEXT_MANFST200_00507_KANESENNA_000_17","Should you be so willing, I would now make you my envoy, and have you bear my message to our allies."
57,"TEXT_MANFST200_00507_KANESENNA_000_18","Your dedication to the people of Gridania rouses fond memories in me, and I would choose no other for the role. Will you do me this favor?"
58,"TEXT_MANFST200_00507_KANESENNA_000_19","Humbly, I thank you."
59,"TEXT_MANFST200_00507_KANESENNA_000_20","As you are no doubt aware, our partners in the Eorzean Alliance lie some considerable distance away. Nor are Ul'dah and Limsa Lominsa close to one another."
60,"TEXT_MANFST200_00507_KANESENNA_000_21","Yet fear not, for I have no intention of subjecting you, mine own newly anointed envoy, to a journey which would take weeks by land."
61,"TEXT_MANFST200_00507_KANESENNA_000_22","No, I mean for you to travel by air. Receive of me this airship pass. With it, you may make use of the skyways that connect the three city-states of the alliance."
62,"TEXT_MANFST200_00507_KANESENNA_000_23","The airship landing is situated upon the lower floor of the Carline Canopy. Simply show your pass, and you will be admitted to the departure area. Before you embark upon your journey, however, you would do well to seek the worldly wisdom of Miounne. Few forestborn Gridanians know more of the lands beyond the Twelveswood than she."
63,"TEXT_MANFST200_00507_KANESENNA_000_24","In better times, airships were available for the convenience of one and all. Alas, the risk that our crafts may fall to imperial attack has forced a reduction in the number of flights."
64,"TEXT_MANFST200_00507_KANESENNA_000_25","Consequently, it has become necessary to restrict air travel only to those whose need is great. Such individuals may petition the relevant parties to be issued an airship pass. As you may have deduced, I myself am one such party."
65,"TEXT_MANFST200_00507_KANESENNA_000_26","...Yet I was not <Emphasis>alone</Emphasis> in desiring that you be granted the privilege of air travel."
66,"TEXT_MANFST200_00507_KANESENNA_000_27","Such is the potential you show."
67,"TEXT_MANFST200_00507_KANESENNA_000_28","We have no doubt but that you will reward our faith in you, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>."
68,"TEXT_MANFST200_00507_KANESENNA_000_29","By the power vested in me, I bid you journey forth as my envoy into the great realm of Eorzea."
69,"TEXT_MANFST200_00507_KANESENNA_000_30","Walk her fields, brave her seas, and strive to know her better."
70,"TEXT_MANFST200_00507_KANESENNA_000_31","And wheresoever you go, go without fear, for the path shall ever be revealed to those who are true of heart."
71,"TEXT_MANFST200_00507_KANESENNA_000_32","Guided by the Crystal's light, set forth, and discover your destiny."
72,"TEXT_MANFST200_00507_MIOUNNE_000_40","'Tis good to see you up and about again, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. Tell me, did you pay the Elder Seedseer a visit as I bade?"
73,"TEXT_MANFST200_00507_MIOUNNE_000_41","Appointed personal envoy!?"
74,"TEXT_MANFST200_00507_MIOUNNE_000_42","And now you are to bear the Elder Seedseer's missive to our allies..."
75,"TEXT_MANFST200_00507_MIOUNNE_000_43","Well! It seems you've made an impression on the great woman! I can't argue with her judgment, though. You've <Emphasis>earned</Emphasis> this honor with tireless hard work, and anyone who says you don't deserve it had better not do so in my hearing!"
76,"TEXT_MANFST200_00507_MIOUNNE_000_44","I find myself praising you often of late, but Mother is <Emphasis>truly</Emphasis> proud of you."
77,"TEXT_MANFST200_00507_MIOUNNE_000_45","Short of a Warrior of Light, I can imagine no better adventurer to represent us─and that, my <If(PlayerParameter(4))>girl<Else/>lad</If>, is some compliment!"
78,"TEXT_MANFST200_00507_MIOUNNE_000_46","But I've flattered you enough for one day. And I don't want your head to get <Emphasis>too</Emphasis> big, or you'll struggle to lug it around the realm. Speaking of which, Eorzea is a big old place."
79,"TEXT_MANFST200_00507_MIOUNNE_000_47","Now that you have an airship pass, you can really start to broaden your horizons. The sky's quite literally the limit."
80,"TEXT_MANFST200_00507_MIOUNNE_000_48","Even if your errand didn't call for it, I would strongly suggest visiting the two other city-states of the Alliance before you go anywhere else. They are, of course, Limsa Lominsa, city of pirates, and Ul'dah, jewel of the desert."
81,"TEXT_MANFST200_00507_MIOUNNE_000_49","Once you've acquainted yourself with them, you can turn your sights on whichever lesser-trodden region takes your fancy."
82,"TEXT_MANFST200_00507_MIOUNNE_000_50","The Calamity changed the face of Eorzea, and much of her now lies in shadow, beyond man's ken. It's a veritable playground for a wide-eyed adventurer like your good self."
83,"TEXT_MANFST200_00507_MIOUNNE_000_51","Mind you, it won't all be fun and games."
84,"TEXT_MANFST200_00507_MIOUNNE_000_52","Each nation faces its fair share of problems, from internal strife to conflict with the beast tribes and their primals. So don't be too surprised if you find yourself embroiled in the odd unsavory situation on your travels."
85,"TEXT_MANFST200_00507_MIOUNNE_000_53","But no matter what difficulties you encounter, I am confident that you will pull through, and emerge the stronger for the experience."
86,"TEXT_MANFST200_00507_MIOUNNE_000_54","These are interesting times for Eorzea, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. It's been five years now since the Calamity, but folk are finally beginning to look to the future."
87,"TEXT_MANFST200_00507_MIOUNNE_000_55","A period of great change is upon us, and you have a part to play in it. And if <Emphasis>that</Emphasis> prospect doesn't excite you, I don't know what will!"
88,"TEXT_MANFST200_00507_LIONNELLAIS_000_60","Greetings, good <If(PlayerParameter(4))>madam<Else/>sir</If>. This is the reservation counter for Limsa Lominsa-bound flights."
89,"TEXT_MANFST200_00507_LIONNELLAIS_000_61","Oh, are you not <Highlight>ObjectParameter(1)</Highlight>, the Elder Seedseer's personal envoy? We at Highwind Skyways are honored to serve you! Will you be flying with us today?"
90,"TEXT_MANFST200_00507_Q1_000_1","Proceed to the landing area?"
91,"TEXT_MANFST200_00507_A1_000_1","Yes"
92,"TEXT_MANFST200_00507_A1_000_2","No"
93,"TEXT_MANFST200_00507_LIONNELLAIS_000_62","Very well. When you are ready to take ship, please let me know."
94,"TEXT_MANFST200_00507_Q2_000_1","Board the airship?"
95,"TEXT_MANFST200_00507_A2_000_1","Yes"
96,"TEXT_MANFST200_00507_A2_000_2","No"
97,"TEXT_MANFST200_00507_CABINCREW_000_65","Do you wish to leave the landing area?"
98,"TEXT_MANFST200_00507_Q5_000_1","Leave the landing area?"
99,"TEXT_MANFST200_00507_A5_000_1","Yes"
100,"TEXT_MANFST200_00507_A5_000_2","No"
101,"TEXT_MANFST200_00507_CABINCREW_000_66","We hope you have a pleasant voyage."
102,"TEXT_MANFST200_00507_LIONNELLAIS_000_70","The flight for Limsa Lominsa will soon be departing. Are your preparations in order, my <If(PlayerParameter(4))>lady<Else/>lord</If>?"
103,"TEXT_MANFST200_00507_LIONNELLAIS_000_71","Thank you for using Highwind Skyways. The flight for Ul'dah will soon be departing."
104,"TEXT_MANFST200_00507_Q6_000_1","Proceed to the landing area?"
105,"TEXT_MANFST200_00507_A6_000_1","Yes"
106,"TEXT_MANFST200_00507_A6_000_2","No"
107,"TEXT_MANFST200_00507_LIONNELLAIS_000_72","Very well. When you are ready to take ship, please let me know."
108,"TEXT_MANFST200_00507_ANNOUNCE_000_80","Attention all passengers. The flight for Limsa Lominsa is now departing. Please make your way to the boarding gate."
109,"TEXT_MANFST200_00507_MIOUNNE_000_81","Travel safe, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>."
110,"TEXT_MANFST200_00507_MIOUNNE_000_82","Your deeds to come will be sung by the minstrels. I believe this in my heart of hearts."
111,"TEXT_MANFST200_00507_MIOUNNE_000_83","May you ever walk in the light of the Crystal."
112,"TEXT_MANFST200_00507_000010_GAIUS","(-???-)It has been fifteen years, but the bitter taste of defeat lingers still..."
113,"TEXT_MANFST200_00507_000020_GAIUS","(-???-)Fifteen years since the imperial fleet set course for Mor Dhona, led by the Agrius, mightiest of all vessels."
114,"TEXT_MANFST200_00507_000030_GAIUS","(-???-)Silvertear Lake lay ripe for the taking, and all of Eorzea would soon be ours...or so we believed."
115,"TEXT_MANFST200_00507_000040_GAIUS","(-???-)But an innumerable host of dragons met us that day, at the heart of which flew the great Midgardsormr."
116,"TEXT_MANFST200_00507_000050_GAIUS","(-???-)Though we succeeded in slaying that lord among wyrms, the dread serpent's defeat was bought at too high a price."
117,"TEXT_MANFST200_00507_000060_GAIUS","(-???-)Our invincible flagship was lost, and all hope of victory with her. So ended our glorious conquest."
118,"TEXT_MANFST200_00507_100070_GAIUS","(-???-)Eorzea... A blighted realm, riddled with false gods..."
119,"TEXT_MANFST200_00507_100080_GAIUS","(-???-)Twice now it has eluded the Empire's grasp."
120,"TEXT_MANFST200_00507_100090_GAIUS","(-???-)For all the destruction it wrought, even Meteor, the Great Sin, failed to yield us control over it."
121,"TEXT_MANFST200_00507_100100_GAIUS","(-???-)And for this failure, the realm has sunk deeper into depravity."
122,"TEXT_MANFST200_00507_100110_GAIUS","(-???-)It is twisted beyond all reckoning─rotten nigh to the core."
123,"TEXT_MANFST200_00507_100120_GAIUS","(-???-)Yet it must be saved."
124,"TEXT_MANFST200_00507_100130_GAIUS","(-???-)Only Garlean rule can bring order to Eorzea. It falls to us to deliver the misguided masses from their ignorance."
125,"TEXT_MANFST200_00507_100140_HUKUKANS","(-Tribuni-)We are of one mind, Lord van Baelsar."
126,"TEXT_MANFST200_00507_100150_ANNOUNCE","Senior engineers, please report to magitek research following the scheduled inspection."
127,"TEXT_MANFST200_00507_100160_ENGINEERA","Hey. Is the Legatus really planning to take another tilt at Eorzea?"
128,"TEXT_MANFST200_00507_100170_ENGINEERB","Eh!? What hole have you been hiding in? We're in the midst of preparing for a new campaign, and a huge one at that!"
129,"TEXT_MANFST200_00507_100180_ENGINEERA","But...I thought the Emperor had given up the western lands for lost after Carteneau. What could the Legatus possibly hope to gain by acting alone?"
130,"TEXT_MANFST200_00507_100190_NERO","(-???-)I sense you harbor certain doubts over the wisdom of the Legatus's plan."
131,"TEXT_MANFST200_00507_100200_ENGINEERA","M-My lord!"
132,"TEXT_MANFST200_00507_100210_NERO","Please, call me Nero. Tell me, where were you born?"
133,"TEXT_MANFST200_00507_100220_ENGINEERB","Othard, milord!"
134,"TEXT_MANFST200_00507_100230_ENGINEERA","Ala Mhigo, my lord!"
135,"TEXT_MANFST200_00507_100240_NERO","Ah, Codename Hummingway, I presume?"
136,"TEXT_MANFST200_00507_100250_ENGINEERA","I-I don't know what you─"
137,"TEXT_MANFST200_00507_100260_NERO","Silence. Your denials will not change your fate."
138,"TEXT_MANFST200_00507_100270_NERO","I assure you─Frumentarium sees all."
139,"TEXT_MANFST200_00507_100280_ENGINEERA","Argh..."
140,"TEXT_MANFST200_00507_100290_NERO","Clean up this mess. And do not miss any, or I shall be <Emphasis>most</Emphasis> displeased."
141,"TEXT_MANFST200_00507_100300_ENGINEERB","A-At once, milord!"
142,"TEXT_MANFST200_00507_100310_NERO","Garlond... Soon you will be made to know the true power of magitek."
143,"TEXT_MANFST200_00507_CABINCREW_000_85","Ah, you must be the envoy from Gridania! Welcome to Limsa Lominsa, <If(PlayerParameter(4))>madam<Else/>sir</If>. Admiral Bloefhiswyn awaits your arrival."
144,"TEXT_MANFST200_00507_Q7_000_1","Leave the landing area?"
145,"TEXT_MANFST200_00507_A7_000_1","Yes"
146,"TEXT_MANFST200_00507_A7_000_2","No"
147,"TEXT_MANFST200_00507_CABINCREW_000_86","Please let me know if you require any assistance."
148,"TEXT_MANFST200_00507_STORMA_000_90","You are the Gridanian envoy? Welcome to Limsa Lominsa."
149,"TEXT_MANFST200_00507_STORMA_000_91","The admiral has been looking forward to your arrival."
150,"TEXT_MANFST200_00507_STORMA_000_92","I assume you wish to proceed directly to the meeting? The Crow's Lift there will take you to Bulwark Hall."
151,"TEXT_MANFST200_00507_STORMA_000_93","Speak with Zanthael, and he will show you to the Admiral's command room on the Bridge."
152,"TEXT_MANFST200_00507_STORMA_000_95","Speak with Zanthael in Bulwark Hall, and he will show you to the Admiral's command room on the Bridge."
153,"TEXT_MANFST200_00507_ZANTHAEL_000_100","Greetings, <If(PlayerParameter(4))>madam<Else/>sir</If>, and welcome to our fair city. If I may be permitted to check the seal on the missive you carry...?"
154,"TEXT_MANFST200_00507_ZANTHAEL_000_101","Yes, everything seems to be in order. We cannot afford to grow complacent, you understand. Please, step this way."
155,"TEXT_MANFST200_00507_200320_MERLWYB","(-???-)Enter."
156,"TEXT_MANFST200_00507_200330_MERLWYB","I did not expect the Gridanian envoy to be an adventurer. It speaks highly of your character that the Elder Seedseer would choose an outsider to represent her nation's interests."
157,"TEXT_MANFST200_00507_200340_MERLWYB","This way."
158,"TEXT_MANFST200_00507_200350_MERLWYB","I bid you welcome."
159,"TEXT_MANFST200_00507_200360_MERLWYB","I am Merlwyb Bloefhiswyn, Admiral of Limsa Lominsa, and commander of the Maelstrom."
160,"TEXT_MANFST200_00507_200370_MERLWYB","Now, what news from the Black Shroud?"
161,"TEXT_MANFST200_00507_200380_MERLWYB","Before you begin, I would know your name."
162,"TEXT_MANFST200_00507_200390_MERLWYB","Strange. I would readily have sworn that I knew you, but it seems I was mistaken."
163,"TEXT_MANFST200_00507_200400_MERLWYB","I may not recall old friends' faces, but I surely remember my enemies'. Woe betide the Admiral who fails in <Emphasis>that</Emphasis>!"
164,"TEXT_MANFST200_00507_200410_MERLWYB","But I jest. Please, do continue."
165,"TEXT_MANFST200_00507_MERLWYB_000_110","Hm. A memorial service to honor the fallen."
166,"TEXT_MANFST200_00507_MERLWYB_000_111","Has it already been five years? It seems like barely a week has passed..."
167,"TEXT_MANFST200_00507_MERLWYB_000_112","Our troubles began when the northern empire of Garlemald set its sights on conquering Eorzea."
168,"TEXT_MANFST200_00507_MERLWYB_000_113","In answer to this threat, the city–states formed the Grand Companies and forged the Eorzean Alliance anew. Not content to fight us in the field, however, the imperial army put into motion an unthinkable plan: the Meteor project."
169,"TEXT_MANFST200_00507_MERLWYB_000_114","These madmen meant to “cleanse” our realm by snatching the lesser moon, Dalamud, from the heavens and casting it down onto the earth below. Desperate to prevent the empire's lunatic scheme, we marched our forces to the Carteneau Flats and there met the VIIth Imperial Legion in furious battle."
170,"TEXT_MANFST200_00507_MERLWYB_000_115","Aye, this was the epic conflict we now call the “Battle of Carteneau.”"
171,"TEXT_MANFST200_00507_MERLWYB_000_116","But though we fought with unmatched courage that day, our skill at arms could not prevent what was to come..."
172,"TEXT_MANFST200_00507_MERLWYB_000_117","From the shell of Dalamud emerged a dragon, black as night and terrifying in its immensity. It was the elder primal Bahamut, and his boundless rage wrought fiery destruction beyond imagining."
173,"TEXT_MANFST200_00507_MERLWYB_000_118","The legions of the Empire were utterly consumed. Our own armies suffered terrible losses. The very ground itself shuddered and burned. I struggle to find words to express the sheer magnitude of the devastation."
174,"TEXT_MANFST200_00507_MERLWYB_000_119","...I know not by what miracle, but somehow, some of us survived."
175,"TEXT_MANFST200_00507_MERLWYB_000_120","As I steeled myself to accept death's embrace, I was instead enveloped in a blinding white light."
176,"TEXT_MANFST200_00507_MERLWYB_000_121","When I once again became aware of my surroundings, the dragon was gone, and the still-smoldering land was warped beyond recognition."
177,"TEXT_MANFST200_00507_MERLWYB_000_122","Were Archon Louisoix still among us, he could no doubt reveal the truth behind these inscrutable happenings. I fear the absence of his wisdom will prove telling in the days to come."
178,"TEXT_MANFST200_00507_MERLWYB_000_123","For not only do our nations still struggle to recover from the devastation, the beastmen once more call forth their savage primals. There is little time to spare on futile musings."
179,"TEXT_MANFST200_00507_MERLWYB_000_124","Should we fail to overcome the obstacles to rebuilding, the impending conflicts will catch us woefully unprepared."
180,"TEXT_MANFST200_00507_MERLWYB_000_125","Even now, Eorzea exists in a state of war with the Empire. The tide of battle could sweep in upon us at any moment."
181,"TEXT_MANFST200_00507_MERLWYB_000_126","We need a new generation of champions..."
182,"TEXT_MANFST200_00507_MERLWYB_000_127","This memorial service may be the very thing we Eorzeans need to strengthen the bonds of our unity."
183,"TEXT_MANFST200_00507_MERLWYB_000_128","Aye, Kan–E–Senna has the right of it. I accept her proposal."
184,"TEXT_MANFST200_00507_MERLWYB_000_129","Your duty is done here, adventurer─I will see to it that the Elder Seedseer receives my reply."
185,"TEXT_MANFST200_00507_MERLWYB_000_130","You travel next to Ul'dah, yes?"
186,"TEXT_MANFST200_00507_MERLWYB_000_131","Pray convey my regards to General Raubahn, and tell him the wolf has been sniffing around the stables. A private jest, in somewhat poor taste, I fear."
187,"TEXT_MANFST200_00507_MERLWYB_000_132","Fare you well, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. May the Navigator guide you on your journeys."
188,"TEXT_MANFST200_00507_LNOPHLO_000_140","Greetings, <If(PlayerParameter(4))>madam<Else/>sir</If>. This is the reservation counter for Ul'dah-bound flights."
189,"TEXT_MANFST200_00507_LNOPHLO_000_141","A pleasure to serve you again, <If(PlayerParameter(4))>madam<Else/>sir</If>. Have you made preparations to board your flight to Ul'dah?"
190,"TEXT_MANFST200_00507_Q3_000_1","Proceed to the landing area?"
191,"TEXT_MANFST200_00507_A3_000_1","Yes"
192,"TEXT_MANFST200_00507_A3_000_2","No"
193,"TEXT_MANFST200_00507_LNOPHLO_000_145","Take your time, <If(PlayerParameter(4))>madam<Else/>sir</If>. I'll be glad to assist you when you're ready."
194,"TEXT_MANFST200_00507_CABINCREW_000_146","Do you wish to leave the landing area?"
195,"TEXT_MANFST200_00507_Q8_000_1","Leave the landing area?"
196,"TEXT_MANFST200_00507_A8_000_1","Yes"
197,"TEXT_MANFST200_00507_A8_000_2","No"
198,"TEXT_MANFST200_00507_CABINCREW_100_146","We hope you have a pleasant voyage."
199,"TEXT_MANFST200_00507_LNOPHLO_000_147","Are you ready to depart, <If(PlayerParameter(4))>madam<Else/>sir</If>? The flight for Ul'dah will be leaving at any moment now."
200,"TEXT_MANFST200_00507_Q9_000_1","Proceed to the landing area?"
201,"TEXT_MANFST200_00507_A9_000_1","Yes"
202,"TEXT_MANFST200_00507_A9_000_2","No"
203,"TEXT_MANFST200_00507_LNOPHLO_100_147","Take your time, <If(PlayerParameter(4))>madam<Else/>sir</If>. I'll be glad to assist you when you're ready."
204,"TEXT_MANFST200_00507_Q4_000_1","Board the airship?"
205,"TEXT_MANFST200_00507_A4_000_1","Yes"
206,"TEXT_MANFST200_00507_A4_000_2","No"
207,"TEXT_MANFST200_00507_CABINCREW_000_200","Ah, you must be the envoy from Gridania! Welcome to Ul'dah, <If(PlayerParameter(4))>madam<Else/>sir</If>. The Flame General awaits your arrival."
208,"TEXT_MANFST200_00507_Q10_000_1","Leave the landing area?"
209,"TEXT_MANFST200_00507_A10_000_1","Yes"
210,"TEXT_MANFST200_00507_A10_000_2","No"
211,"TEXT_MANFST200_00507_CABINCREW_000_201","Please let me know if you require any assistance."
212,"TEXT_MANFST200_00507_FLAMEA_000_150","Welcome to Ul'dah, <If(PlayerParameter(4))>madam<Else/>sir</If>. We have been expecting you."
213,"TEXT_MANFST200_00507_FLAMEA_000_151","Flame General Raubahn will receive you in the Fragrant Chamber. Please take the lift down to the Hustings Strip and speak with Bartholomew at the Royal Promenade."
214,"TEXT_MANFST200_00507_FLAMEA_000_153","The lift over yonder will take you to the Hustings Strip. From there proceed south to the Royal Promenade, and speak with Bartholomew to gain admittance to the Fragrant Chamber."
215,"TEXT_MANFST200_00507_BARTHOLOMEW_000_160","The Gridanian envoy, I presume? Pray allow me to inspect your missive, <If(PlayerParameter(4))>madam<Else/>sir</If>."
216,"TEXT_MANFST200_00507_BARTHOLOMEW_000_161","This does indeed bear the Elder Seedseer's seal. You may proceed."
217,"TEXT_MANFST200_00507_300420_RAUBAHN","Ah, a guest from Gridania. I thought I smelled leaf mold."
218,"TEXT_MANFST200_00507_300430_RAUBAHN","I won't hold it against you. If you're half the warrior Kan-E says, 'tis a wonder you don't reek of dead Ixal."
219,"TEXT_MANFST200_00507_300440_RAUBAHN","Welcome to the Sultanate of Ul'dah. I am Raubahn Aldynn, General of the Immortal Flames."
220,"TEXT_MANFST200_00507_300450_RAUBAHN","But you did not come all this way to trade formalities."
221,"TEXT_MANFST200_00507_300460_RAUBAHN","There's something familiar about you... For a moment, I mistook you for an old <If(PlayerParameter(4))>sister-in-arms<Else/>brother-in-arms</If>."
222,"TEXT_MANFST200_00507_300470_RAUBAHN","Like <If(PlayerParameter(4))>her<Else/>him</If>, you have the eyes of a hero. Eyes that have looked upon the horrors of battle, unblinking."
223,"TEXT_MANFST200_00507_300480_RAUBAHN","I've no doubt Kan-E saw them, too. Mayhap there is hope for Gridania yet! Come, let us talk."
224,"TEXT_MANFST200_00507_RAUBAHN_000_171","Carteneau. Aye, I remember bloody Carteneau."
225,"TEXT_MANFST200_00507_RAUBAHN_000_172","Do you know what happened that day, adventurer? When we took the field against the Garleans?"
226,"TEXT_MANFST200_00507_RAUBAHN_000_173","So my counterparts have educated you."
227,"TEXT_MANFST200_00507_RAUBAHN_000_174","Hm? So Merlwyb means to make light of our wolf problem, does she? The woman always did have a black sense of humor."
228,"TEXT_MANFST200_00507_RAUBAHN_000_175","Wolves are ravenous beasts and cannot be ignored. It's only a matter of time before they pose a threat."
229,"TEXT_MANFST200_00507_RAUBAHN_000_176","So it was with the Garleans, fifty years ago."
230,"TEXT_MANFST200_00507_RAUBAHN_000_177","No sooner had they learned how to use magitek than they began seizing territory from their neighbors."
231,"TEXT_MANFST200_00507_RAUBAHN_000_178","Led by then legatus Solus zos Galvus, they soon brought the other nations of Ilsabard to heel. And so the legatus became an emperor, and his republic an empire─"
232,"TEXT_MANFST200_00507_RAUBAHN_000_179","An empire which then set its sights upon Eorzea."
233,"TEXT_MANFST200_00507_ROAILLE_000_180","But the conquering emperor is now an old man of four score winters. His health is failing, and he has no clear successor. Like as not, this is why the Garleans have been keeping quiet."
234,"TEXT_MANFST200_00507_RAUBAHN_000_181","But the XIVth Imperial Legion is still entrenched within our borders."
235,"TEXT_MANFST200_00507_RAUBAHN_000_182","And their commander, Legatus Gaius van Baelsar, has long harbored ambitions of conquest."
236,"TEXT_MANFST200_00507_RAUBAHN_000_183","Were he to strike now, I fear we would fall like so many others. Not only Ul'dah, but Gridania and Limsa Lominsa as well."
237,"TEXT_MANFST200_00507_RAUBAHN_000_184","For the Calamity has left us weakened, and the beast tribes will stop at nothing to summon their dread primals."
238,"TEXT_MANFST200_00507_RAUBAHN_000_185","We are a realm divided, adventurer. An alliance in name only."
239,"TEXT_MANFST200_00507_RAUBAHN_000_186","But the wolf cares not for the plight of its prey."
240,"TEXT_MANFST200_00507_RAUBAHN_000_187","The Garleans stir, and the Admiral means to warn us."
